Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (Â°C),Maximum Temperature (Â°C),Minimum Temperature (Â°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Nicoll Highway,2022.0,2.0,24.0,27.8,10.2,15.4,16.6,,,,,
Nicoll Highway,2022.0,2.0,25.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,27.0,35.0,27.2,32.4,33.0,,,,,
Nicoll Highway,2022.0,2.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,2.0,40.0,27.8,31.6,37.2,,,,,
Nicoll Highway,2022.0,3.0,3.0,21.4,16.2,17.2,17.4,,,,,
Nicoll Highway,2022.0,3.0,4.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,5.0,3.2,3.0,3.0,3.2,,,,,
Nicoll Highway,2022.0,3.0,6.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,7.0,4.6,3.6,3.6,4.0,,,,,
Nicoll Highway,2022.0,3.0,8.0,2.2,2.0,2.2,2.2,,,,,
Nicoll Highway,2022.0,3.0,9.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,10.0,25.6,12.4,22.2,25.6,,,,,
Nicoll Highway,2022.0,3.0,11.0,6.6,2.8,3.8,4.2,,,,,
Nicoll Highway,2022.0,3.0,12.0,5.0,4.4,4.4,4.8,,,,,
Nicoll Highway,2022.0,3.0,13.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,14.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,15.0,26.2,13.0,18.0,23.4,,,,,
Nicoll Highway,2022.0,3.0,16.0,0.6,0.4,0.6,0.6,,,,,
Nicoll Highway,2022.0,3.0,17.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,18.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,19.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,20.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,21.0,20.6,16.0,18.6,20.4,,,,,
Nicoll Highway,2022.0,3.0,22.0,0.4,0.4,0.4,0.4,,,,,
Nicoll Highway,2022.0,3.0,23.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,24.0,0.6,0.6,0.6,0.6,,,,,
Nicoll Highway,2022.0,3.0,25.0,0.8,0.8,0.8,0.8,,,,,
Nicoll Highway,2022.0,3.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,27.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,28.0,7.2,3.0,3.8,7.0,,,,,
Nicoll Highway,2022.0,3.0,29.0,58.8,36.0,47.4,58.8,,,,,
Nicoll Highway,2022.0,3.0,30.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,3.0,31.0,11.6,11.6,11.6,11.6,,,,,
Nicoll Highway,2022.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,4.0,2.0,2.2,2.0,2.2,2.2,,,,,
Nicoll Highway,2022.0,4.0,3.0,45.0,23.0,41.6,44.0,,,,,
Nicoll Highway,2022.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,4.0,5.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,4.0,6.0,0.8,0.8,0.8,0.8,,,,,
Nicoll Highway,2022.0,4.0,7.0,1.0,0.8,0.8,0.8,,,,,
Nicoll Highway,2022.0,4.0,8.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,4.0,9.0,3.0,2.6,2.6,3.0,,,,,
Nicoll Highway,2022.0,4.0,10.0,6.8,6.8,6.8,6.8,,,,,
Nicoll Highway,2022.0,4.0,11.0,11.4,5.8,9.2,10.8,,,,,
Nicoll Highway,2022.0,4.0,12.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,4.0,13.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2022.0,4.0,14.0,0.4,0.4,0.4,0.4,,,,,
Nicoll Highway,2022.0,4.0,15.0,5.0,1.6,2.6,3.4,,,,,
Nicoll Highway,2022.0,4.0,16.0,53.0,42.6,52.2,52.6,,,,,
Nicoll Highway,2022.0,4.0,17.0,51.4,23.8,40.8,49.2,,,,,
Nicoll Highway,2022.0,4.0,18.0,28.8,5.6,9.8,17.0,,,,,
Nicoll Highway,2022.0,4.0,19.0,12.2,8.6,8.8,9.2,,,,,
Nicoll Highway,2022.0,4.0,20.0,17.4,14.8,17.2,17.4,,,,,
Nicoll Highway,2022.0,4.0,21.0,31.0,18.4,24.4,27.4,,,,,
Nicoll Highway,2022.0,4.0,22.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,4.0,23.0,18.2,13.4,18.2,18.2,,,,,
Nicoll Highway,2022.0,4.0,24.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,4.0,25.0,1.0,0.8,0.8,0.8,,,,,
Nicoll Highway,2022.0,4.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,4.0,27.0,6.4,6.2,6.4,6.4,,,,,
Nicoll Highway,2022.0,4.0,28.0,2.6,2.2,2.2,2.2,,,,,
Nicoll Highway,2022.0,4.0,29.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,4.0,30.0,7.8,4.0,4.2,4.2,,,,,
Nicoll Highway,2022.0,5.0,1.0,1.2,0.8,1.0,1.2,,,,,
Nicoll Highway,2022.0,5.0,2.0,9.8,6.6,7.8,9.8,,,,,
Nicoll Highway,2022.0,5.0,3.0,4.0,2.2,3.0,4.0,,,,,
Nicoll Highway,2022.0,5.0,4.0,12.2,4.2,4.6,7.6,,,,,
Nicoll Highway,2022.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,6.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,7.0,19.6,12.4,13.8,14.2,,,,,
Nicoll Highway,2022.0,5.0,8.0,3.6,1.4,2.2,2.2,,,,,
Nicoll Highway,2022.0,5.0,9.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,10.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,11.0,57.6,19.8,33.6,49.2,,,,,
Nicoll Highway,2022.0,5.0,12.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,13.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,14.0,3.8,2.0,2.8,3.8,,,,,
Nicoll Highway,2022.0,5.0,15.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,16.0,31.0,15.4,24.6,30.6,,,,,
Nicoll Highway,2022.0,5.0,17.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,18.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,19.0,2.0,1.2,1.4,1.4,,,,,
Nicoll Highway,2022.0,5.0,20.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,21.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,22.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,23.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,24.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,25.0,27.0,17.2,20.6,20.8,,,,,
Nicoll Highway,2022.0,5.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,27.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,29.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,30.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,5.0,31.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,6.0,1.0,0.4,0.4,0.4,0.4,,,,,
Nicoll Highway,2022.0,6.0,2.0,4.4,4.4,4.4,4.4,,,,,
Nicoll Highway,2022.0,6.0,3.0,1.0,0.4,0.6,0.6,,,,,
Nicoll Highway,2022.0,6.0,4.0,4.2,1.8,2.2,3.0,,,,,
Nicoll Highway,2022.0,6.0,5.0,1.0,1.0,1.0,1.0,,,,,
Nicoll Highway,2022.0,6.0,6.0,0.6,0.4,0.4,0.4,,,,,
Nicoll Highway,2022.0,6.0,7.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2022.0,6.0,8.0,24.0,18.0,23.6,23.8,,,,,
Nicoll Highway,2022.0,6.0,9.0,4.8,4.0,4.0,20.0,,,,,
Nicoll Highway,2022.0,6.0,10.0,2.4,2.4,2.4,2.4,,,,,
Nicoll Highway,2022.0,6.0,11.0,27.2,11.4,22.2,24.6,,,,,
Nicoll Highway,2022.0,6.0,12.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2022.0,6.0,13.0,0.4,0.4,0.4,0.4,,,,,
Nicoll Highway,2022.0,6.0,14.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,6.0,15.0,1.0,0.8,0.8,0.8,,,,,
Nicoll Highway,2022.0,6.0,16.0,5.0,3.2,3.6,4.0,,,,,
Nicoll Highway,2022.0,6.0,17.0,0.2,0.2,0.4,0.4,,,,,
Nicoll Highway,2022.0,6.0,18.0,0.4,0.2,0.2,0.4,,,,,
Nicoll Highway,2022.0,6.0,19.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,6.0,20.0,15.4,6.0,8.0,8.0,,,,,
Nicoll Highway,2022.0,6.0,21.0,4.4,4.0,4.2,4.4,,,,,
Nicoll Highway,2022.0,6.0,22.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,6.0,23.0,1.4,1.4,1.4,1.4,,,,,
Nicoll Highway,2022.0,6.0,24.0,21.0,14.2,17.6,20.8,,,,,
Nicoll Highway,2022.0,6.0,25.0,64.8,18.0,32.2,53.4,,,,,
Nicoll Highway,2022.0,6.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,6.0,27.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,6.0,28.0,0.4,0.2,0.2,0.4,,,,,
Nicoll Highway,2022.0,6.0,29.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,6.0,30.0,17.6,12.2,17.2,17.6,,,,,
Nicoll Highway,2022.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,2.0,5.6,5.6,5.6,5.6,,,,,
Nicoll Highway,2022.0,7.0,3.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,4.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,5.0,1.8,1.0,1.0,1.0,,,,,
Nicoll Highway,2022.0,7.0,6.0,0.0,0.2,0.2,0.2,,,,,
Nicoll Highway,2022.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,8.0,18.6,11.2,14.2,17.6,,,,,
Nicoll Highway,2022.0,7.0,9.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,10.0,0.4,0.4,0.4,0.4,,,,,
Nicoll Highway,2022.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,13.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,14.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,15.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,16.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,17.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,18.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,19.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,20.0,30.0,19.8,29.2,29.8,,,,,
Nicoll Highway,2022.0,7.0,21.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,22.0,8.6,5.8,6.8,7.4,,,,,
Nicoll Highway,2022.0,7.0,23.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2022.0,7.0,24.0,5.6,5.0,5.4,5.4,,,,,
Nicoll Highway,2022.0,7.0,25.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2022.0,7.0,26.0,7.0,1.6,2.4,3.4,,,,,
Nicoll Highway,2022.0,7.0,27.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,7.0,29.0,20.0,5.6,9.6,9.8,,,,,
Nicoll Highway,2022.0,7.0,30.0,0.0,0.0,0.0,0.4,,,,,
Nicoll Highway,2022.0,7.0,31.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,1.0,2.0,0.8,1.2,2.0,,,,,
Nicoll Highway,2022.0,8.0,2.0,8.8,2.2,3.6,5.8,,,,,
Nicoll Highway,2022.0,8.0,3.0,3.6,3.6,3.6,3.6,,,,,
Nicoll Highway,2022.0,8.0,4.0,0.6,0.4,0.4,0.6,,,,,
Nicoll Highway,2022.0,8.0,5.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,7.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,9.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,11.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,12.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,13.0,2.2,1.6,2.2,2.2,,,,,
Nicoll Highway,2022.0,8.0,14.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,15.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,16.0,19.8,19.6,19.8,19.8,,,,,
Nicoll Highway,2022.0,8.0,17.0,1.6,1.6,1.6,1.6,,,,,
Nicoll Highway,2022.0,8.0,18.0,2.4,2.2,2.4,2.4,,,,,
Nicoll Highway,2022.0,8.0,19.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,20.0,2.6,1.6,1.6,1.8,,,,,
Nicoll Highway,2022.0,8.0,21.0,22.4,16.8,19.4,21.4,,,,,
Nicoll Highway,2022.0,8.0,22.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,8.0,23.0,14.0,8.4,10.8,12.4,,,,,
Nicoll Highway,2022.0,8.0,24.0,31.0,22.8,26.2,30.8,,,,,
Nicoll Highway,2022.0,8.0,25.0,2.6,2.0,2.2,2.2,,,,,
Nicoll Highway,2022.0,8.0,26.0,3.0,1.2,1.4,1.4,,,,,
Nicoll Highway,2022.0,8.0,27.0,15.2,4.4,5.2,7.8,,,,,
Nicoll Highway,2022.0,8.0,28.0,13.4,12.6,13.4,13.4,,,,,
Nicoll Highway,2022.0,8.0,29.0,16.6,10.6,15.2,16.4,,,,,
Nicoll Highway,2022.0,8.0,30.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2022.0,8.0,31.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,1.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,2.0,13.4,11.0,11.4,11.4,,,,,
Nicoll Highway,2022.0,9.0,3.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,4.0,1.4,0.6,1.0,1.2,,,,,
Nicoll Highway,2022.0,9.0,5.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,6.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,7.0,8.0,4.8,5.4,5.4,,,,,
Nicoll Highway,2022.0,9.0,8.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,9.0,1.4,0.4,0.6,1.0,,,,,
Nicoll Highway,2022.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,11.0,3.6,3.4,3.4,3.4,,,,,
Nicoll Highway,2022.0,9.0,12.0,0.0,0.0,0.0,0.2,,,,,
Nicoll Highway,2022.0,9.0,13.0,,,,,,,,,
Nicoll Highway,2022.0,9.0,14.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,15.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,16.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,17.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2022.0,9.0,18.0,60.6,18.0,25.8,38.0,,,,,
Nicoll Highway,2022.0,9.0,19.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,20.0,3.0,2.4,2.8,3.0,,,,,
Nicoll Highway,2022.0,9.0,21.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,22.0,40.0,24.4,35.4,39.4,,,,,
Nicoll Highway,2022.0,9.0,23.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,24.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,25.0,26.6,8.8,11.4,17.8,,,,,
Nicoll Highway,2022.0,9.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,27.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,9.0,29.0,23.8,22.4,23.6,23.8,,,,,
Nicoll Highway,2022.0,9.0,30.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,10.0,1.0,35.8,21.0,28.2,30.0,,,,,
Nicoll Highway,2022.0,10.0,2.0,57.2,30.4,33.4,33.6,,,,,
Nicoll Highway,2022.0,10.0,3.0,1.8,1.4,1.8,1.8,,,,,
Nicoll Highway,2022.0,10.0,4.0,3.4,2.2,3.2,3.4,,,,,
Nicoll Highway,2022.0,10.0,5.0,73.2,35.4,57.2,68.2,,,,,
Nicoll Highway,2022.0,10.0,6.0,3.6,2.0,3.2,3.6,,,,,
Nicoll Highway,2022.0,10.0,7.0,16.8,6.6,7.4,9.2,,,,,
Nicoll Highway,2022.0,10.0,8.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2022.0,10.0,9.0,1.2,0.8,1.0,1.2,,,,,
Nicoll Highway,2022.0,10.0,10.0,2.8,2.2,2.4,2.4,,,,,
Nicoll Highway,2022.0,10.0,11.0,3.8,2.6,3.4,3.6,,,,,
Nicoll Highway,2022.0,10.0,12.0,10.8,7.0,7.2,9.2,,,,,
Nicoll Highway,2022.0,10.0,13.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,10.0,14.0,1.8,1.8,1.8,1.8,,,,,
Nicoll Highway,2022.0,10.0,15.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,10.0,16.0,57.2,19.6,20.8,38.8,,,,,
Nicoll Highway,2022.0,10.0,17.0,39.4,26.8,35.8,38.8,,,,,
Nicoll Highway,2022.0,10.0,18.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,10.0,19.0,2.0,1.8,1.8,1.8,,,,,
Nicoll Highway,2022.0,10.0,20.0,8.0,7.0,8.0,8.0,,,,,
Nicoll Highway,2022.0,10.0,21.0,28.4,20.6,26.4,27.6,,,,,
Nicoll Highway,2022.0,10.0,22.0,1.6,0.8,1.2,1.4,,,,,
Nicoll Highway,2022.0,10.0,23.0,0.0,0.0,0.0,0.2,,,,,
Nicoll Highway,2022.0,10.0,24.0,0.8,0.2,0.4,0.8,,,,,
Nicoll Highway,2022.0,10.0,25.0,10.8,4.4,4.8,5.6,,,,,
Nicoll Highway,2022.0,10.0,26.0,2.0,0.6,0.8,1.2,,,,,
Nicoll Highway,2022.0,10.0,27.0,2.2,1.8,2.0,2.2,,,,,
Nicoll Highway,2022.0,10.0,28.0,1.4,0.8,1.2,1.4,,,,,
Nicoll Highway,2022.0,10.0,29.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,10.0,30.0,65.4,25.8,35.2,47.0,,,,,
Nicoll Highway,2022.0,10.0,31.0,7.2,13.2,31.0,35.8,,,,,
Nicoll Highway,2022.0,11.0,1.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,11.0,2.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,11.0,3.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2022.0,11.0,4.0,4.6,4.6,4.6,4.6,,,,,
Nicoll Highway,2022.0,11.0,5.0,43.0,21.4,32.2,36.4,,,,,
Nicoll Highway,2022.0,11.0,6.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2022.0,11.0,7.0,26.2,10.4,13.4,14.6,,,,,
Nicoll Highway,2022.0,11.0,8.0,,,,,,,,,
Nicoll Highway,2022.0,11.0,9.0,,,,,,,,,
Nicoll Highway,2022.0,11.0,10.0,,,,,,,,,
Nicoll Highway,2022.0,11.0,11.0,,,,,,,,,
Nicoll Highway,2022.0,11.0,12.0,,,,,,,,,
Nicoll Highway,2022.0,11.0,13.0,,,,,,,,,
Nicoll Highway,2022.0,11.0,14.0,,,,,,,,,
Nicoll Highway,2022.0,11.0,15.0,,,,,,,,,
Nicoll Highway,2022.0,11.0,16.0,,,,,,,,,
Nicoll Highway,2022.0,11.0,17.0,,,,,,,,,
Nicoll Highway,2022.0,11.0,18.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,11.0,19.0,5.8,1.4,2.6,3.8,,,,,
Nicoll Highway,2022.0,11.0,20.0,1.2,0.4,0.6,0.6,,,,,
Nicoll Highway,2022.0,11.0,21.0,0.4,0.4,0.4,0.4,,,,,
Nicoll Highway,2022.0,11.0,22.0,3.8,3.2,3.8,3.8,,,,,
Nicoll Highway,2022.0,11.0,23.0,1.2,0.8,1.0,1.2,,,,,
Nicoll Highway,2022.0,11.0,24.0,12.0,9.6,12.0,12.0,,,,,
Nicoll Highway,2022.0,11.0,25.0,5.2,3.8,12.0,14.4,,,,,
Nicoll Highway,2022.0,11.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,11.0,27.0,2.0,0.8,0.8,1.4,,,,,
Nicoll Highway,2022.0,11.0,28.0,1.4,1.2,1.4,1.4,,,,,
Nicoll Highway,2022.0,11.0,29.0,31.8,26.2,28.6,28.8,,,,,
Nicoll Highway,2022.0,11.0,30.0,8.6,6.0,6.4,7.4,,,,,
Nicoll Highway,2022.0,12.0,1.0,2.4,2.2,2.2,2.2,,,,,
Nicoll Highway,2022.0,12.0,2.0,1.2,1.0,1.0,1.0,,,,,
Nicoll Highway,2022.0,12.0,3.0,11.4,8.8,10.6,11.4,,,,,
Nicoll Highway,2022.0,12.0,4.0,4.4,3.4,3.8,4.0,,,,,
Nicoll Highway,2022.0,12.0,5.0,8.6,6.2,7.2,8.0,,,,,
Nicoll Highway,2022.0,12.0,6.0,28.4,28.2,28.4,28.4,,,,,
Nicoll Highway,2022.0,12.0,7.0,3.8,3.0,3.6,3.6,,,,,
Nicoll Highway,2022.0,12.0,8.0,4.2,2.6,2.8,3.2,,,,,
Nicoll Highway,2022.0,12.0,9.0,1.0,0.4,0.4,0.8,,,,,
Nicoll Highway,2022.0,12.0,10.0,0.4,0.4,0.4,0.4,,,,,
Nicoll Highway,2022.0,12.0,11.0,68.2,36.0,40.6,53.8,,,,,
Nicoll Highway,2022.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,12.0,13.0,6.0,2.2,2.2,2.4,,,,,
Nicoll Highway,2022.0,12.0,14.0,0.6,0.2,0.4,0.4,,,,,
Nicoll Highway,2022.0,12.0,15.0,5.4,0.8,1.4,2.2,,,,,
Nicoll Highway,2022.0,12.0,16.0,15.2,11.2,13.8,15.2,,,,,
Nicoll Highway,2022.0,12.0,17.0,16.8,10.4,16.6,16.8,,,,,
Nicoll Highway,2022.0,12.0,18.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,12.0,19.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,12.0,20.0,10.0,3.4,4.0,6.2,,,,,
Nicoll Highway,2022.0,12.0,21.0,0.8,0.6,0.8,0.8,,,,,
Nicoll Highway,2022.0,12.0,22.0,0.8,0.6,0.6,0.6,,,,,
Nicoll Highway,2022.0,12.0,23.0,0.6,0.4,0.4,0.4,,,,,
Nicoll Highway,2022.0,12.0,24.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,12.0,25.0,23.8,14.2,20.8,23.8,,,,,
Nicoll Highway,2022.0,12.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,12.0,27.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,12.0,28.0,0.4,0.4,0.4,0.4,,,,,
Nicoll Highway,2022.0,12.0,29.0,1.8,1.6,1.6,1.8,,,,,
Nicoll Highway,2022.0,12.0,30.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,12.0,31.0,1.4,1.2,1.2,1.4,,,,,
Nicoll Highway,2023.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2023.0,1.0,2.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2023.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,
Nicoll Highway,2023.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2023.0,1.0,5.0,28.2,14.6,23.0,28.0,,,,,
Nicoll Highway,2023.0,1.0,6.0,6.0,5.6,5.6,5.8,,,,,
Nicoll Highway,2023.0,1.0,7.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2023.0,1.0,8.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2023.0,1.0,9.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2023.0,1.0,10.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2023.0,1.0,11.0,0.8,0.6,0.8,0.8,,,,,
Nicoll Highway,2023.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2023.0,1.0,13.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2023.0,1.0,14.0,7.4,7.4,7.4,7.4,,,,,
